Imagem;Classe;SFM_Coarseness;SFM_Contrast;SFM_Periodicity;SFM_Roughness;entropy_d1;homogeneity_d1;entropy_d2;homogeneity_d2;entropy_d4;homogeneity_d4;entropy_d8;homogeneity_d8
ROI_06_2.png;Saudável;7.681737042;17.77288637;0.561551649;2.586242803;3208.503843;45.25796603;3224.424414;32.75734912;3197.135912;28.17590849;3111.040074;25.72527879
ROI_06_3.png;Saudável;7.164784326;18.65930676;0.649153022;2.537121408;3234.369543;44.75300688;3260.377857;28.90354362;3222.912139;25.18899147;3135.848683;24.86443163
ROI_06_4.png;Saudável;6.32701956;22.18161744;0.628162065;2.580372085;3259.966639;37.34893158;3269.484167;25.54081788;3244.642271;22.5621537;3149.45534;22.31168667
ROI_06_5.png;Saudável;8.694650266;15.95645913;0.602300256;2.589107739;3137.144059;52.09123679;3170.242404;35.2901988;3151.20711;30.0039964;3064.035963;30.9974955
ROI_06_6.png;Saudável;8.437596886;15.38036425;0.549101965;2.569650682;3189.488993;46.40960454;3225.281466;32.50426848;3195.145691;29.68887513;3107.123754;29.19622874
ROI_06_7.png;Saudável;7.230537077;18.90753761;0.581183573;2.599652185;3221.878257;39.54951757;3238.650652;29.40499335;3203.595222;25.00271257;3117.934416;27.11736398
ROI_06_8.png;Saudável;6.742208716;19.95208779;0.578344407;2.58006076;3243.846417;39.68393204;3267.172419;27.332616;3228.142038;25.62780176;3139.561875;23.49793154
ROI_06_9.png;Saudável;7.272615081;18.62570304;0.559217959;2.592878958;3238.122735;42.34522643;3268.278719;29.76995584;3230.530881;28.26994857;3133.08706;26.24009617
ROI_07_0.png;Saudável;6.554680571;19.38594311;0.659087249;2.491352248;3227.841889;48.157185;3252.063701;30.5506258;3230.72787;26.61516101;3141.773646;23.69355244
ROI_07_1.png;Saudável;6.752262055;18.52195934;0.622641439;2.480345267;3253.253551;42.68133453;3277.14954;27.01003507;3245.930169;23.29009747;3155.021414;23.25503174
ROI_07_2.png;Saudável;6.145443271;20.24106568;0.675494583;2.448523094;3269.907368;48.0319897;3280.454645;28.37969031;3254.164605;22.99172009;3161.67285;21.14249883
ROI_07_3.png;Saudável;7.636381096;17.55286938;0.641312311;2.557079949;3225.281181;43.28153391;3253.564255;30.25864649;3221.309349;27.48578963;3127.926033;24.17315631
ROI_07_4.png;Saudável;6.943779571;18.2832998;0.659607843;2.506087308;3251.288421;46.98869372;3277.403813;27.53453302;3244.186076;23.75107446;3154.405859;22.20881472
ROI_07_5.png;Saudável;7.068844497;17.80514387;0.622807954;2.501078733;3262.590635;46.29978698;3278.434802;31.71779518;3242.881965;23.88916447;3152.962119;21.89506172
ROI_07_6.png;Saudável;6.787859516;18.00375693;0.646690116;2.490189497;3230.916891;43.98142721;3256.996866;29.5072542;3235.318234;23.23996246;3150.831732;21.10506541
ROI_07_7.png;Saudável;6.495010856;18.21960812;0.639767453;2.448557389;3259.236962;44.72174653;3275.851723;28.93851297;3243.180485;23.66181075;3148.617419;22.03317209
ROI_07_8.png;Saudável;8.348593444;15.33658236;0.609405092;2.537837747;3181.687167;49.48914261;3218.235381;32.72635086;3185.613054;28.21793688;3099.780039;29.16919848
ROI_07_9.png;Saudável;6.931641058;17.45530812;0.644065733;2.486400784;3237.289933;50.39227485;3262.168205;34.13730711;3233.535505;24.30714961;3138.623587;22.85750276
ROI_08_0.png;Saudável;4.483785839;27.08441525;0.710155273;2.457556567;3305.818947;32.2048174;3321.808069;20.78758264;3288.972284;16.47779283;3190.972692;16.70973548
ROI_08_1.png;Saudável;5.271863291;24.27339243;0.630341967;2.518618597;3281.611141;36.36365896;3295.178649;24.41632233;3252.82866;18.23773758;3162.168748;19.74690142
ROI_08_2.png;Saudável;5.295060582;24.97161037;0.642233208;2.503380133;3280.67651;35.84020964;3291.411588;23.86550815;3258.698538;19.79242861;3154.075881;19.83769553
ROI_08_3.png;Saudável;4.368150743;28.13351489;0.698389592;2.47420475;3306.31408;33.64893759;3318.965891;20.59693291;3279.169319;16.76403461;3185.983159;15.07554378
ROI_08_4.png;Saudável;4.390276302;27.56392238;0.691344993;2.483796179;3320.037252;35.21583443;3330.753216;20.45140652;3290.370482;16.29613683;3188.572434;16.82143366
ROI_08_5.png;Saudável;4.223446414;30.01320215;0.647543341;2.509877392;3312.197766;32.50345007;3320.920875;17.92000031;3282.521274;15.06351333;3180.38181;15.71790847
ROI_08_6.png;Saudável;4.880269785;26.5661018;0.636045489;2.512477168;3299.512758;34.67686042;3305.556378;20.36026024;3276.193485;18.94441375;3174.806938;17.21552704
ROI_08_7.png;Saudável;5.267155281;24.56098163;0.611791148;2.516615698;3288.030989;37.56269533;3303.696802;25.23496867;3270.277944;19.8779006;3163.556353;18.51812246
ROI_08_8.png;Saudável;5.624597907;23.08197154;0.620339641;2.541500693;3287.503232;38.2683572;3294.728871;20.59088946;3261.245964;19.43322513;3164.294954;19.95617117
ROI_08_9.png;Saudável;5.638243465;22.03200779;0.679902897;2.478521664;3313.254955;41.79712454;3328.031084;27.45731197;3288.789149;19.88813512;3189.823263;17.631296
ROI_09_0.png;Saudável;8.029695076;15.9742484;0.619439187;2.516205601;3188.80977;51.47218712;3214.506593;34.83003886;3185.417419;30.90234985;3113.917231;26.52141292
ROI_09_1.png;Saudável;9.285520429;14.52638456;0.596030732;2.538424473;3127.657525;57.9681996;3164.23795;39.23502203;3138.160133;33.17157205;3056.365647;33.97525694
ROI_09_2.png;Saudável;8.168293258;15.17255492;0.625295754;2.532619681;3164.574167;48.05903145;3205.439729;33.17704281;3173.499519;28.87028015;3103.764794;29.71390561
ROI_09_3.png;Saudável;7.414186306;17.75077176;0.660183128;2.498076316;3183.537704;50.52327073;3206.261536;31.74869875;3182.265284;26.91119081;3095.561507;27.15363854
ROI_09_4.png;Saudável;9.19506914;14.14602016;0.58901933;2.551793642;3139.195762;53.57576166;3168.328529;35.20644595;3133.923323;31.68490602;3050.19077;33.73779444
ROI_09_5.png;Saudável;7.870244604;17.07142334;0.638135314;2.550160445;3190.255293;49.93308464;3212.706843;31.81439724;3182.64755;28.28212217;3100.009164;28.4893796
ROI_09_6.png;Saudável;10.0382991;12.75687271;0.637240302;2.490073044;3036.826085;64.9535103;3101.67945;43.23573816;3071.512823;37.83092214;3018.267772;36.31073579
ROI_09_7.png;Saudável;9.68985618;13.65359511;0.568955207;2.56018976;3078.392725;55.11223932;3119.454257;37.28165141;3092.313792;34.08651576;3004.835699;34.40776435
ROI_09_8.png;Saudável;8.724150321;15.10300303;0.609721212;2.532443155;3140.470672;53.55758894;3174.11682;35.52671794;3152.78649;31.04488755;3072.185892;30.01812203
ROI_09_9.png;Saudável;9.166098422;13.34588897;0.621231594;2.514669709;3105.915422;56.31120639;3151.498632;40.55478928;3130.064966;33.47875873;3046.000837;33.97843924
ROI_10_0.png;Saudável;6.889532206;18.69756041;0.592278213;2.519911612;3247.676107;43.8095738;3270.198705;29.14782474;3237.526454;22.51733862;3142.696892;23.04782856
ROI_10_1.png;Saudável;7.23359002;18.03630435;0.577083758;2.581540788;3246.189167;43.32153196;3260.775608;31.66944595;3226.601235;24.8781652;3133.054426;24.82714183
ROI_10_2.png;Saudável;6.128713407;20.96530335;0.588419604;2.547694901;3281.298319;35.27440412;3283.898773;25.49169178;3254.402278;22.19822373;3156.378799;23.41039363
ROI_10_3.png;Saudável;7.880990384;16.87722449;0.562167201;2.589550755;3211.119273;43.33214125;3229.601511;29.82593374;3191.328055;27.01969474;3101.748129;28.71017399
ROI_10_4.png;Saudável;7.160834791;17.85607894;0.601796965;2.513467737;3196.915675;45.53829127;3222.270667;29.59024319;3204.11727;24.26373635;3120.509394;25.3789254
ROI_10_5.png;Saudável;7.041250703;18.2929369;0.557127684;2.540439752;3273.480903;40.96979682;3285.40912;26.24452889;3247.581756;23.04542772;3153.068754;22.18206071
ROI_10_6.png;Saudável;6.682420703;18.94782925;0.616114377;2.53048097;3234.50359;45.72099884;3258.72258;29.77296497;3226.181883;24.87680752;3138.210381;23.23778773
ROI_10_7.png;Saudável;6.872613563;18.68932144;0.601733862;2.521012282;3248.393331;43.82143191;3272.221214;28.94283011;3245.038676;23.46602494;3157.515873;21.67180874
ROI_10_8.png;Saudável;6.672153862;19.35777485;0.582019568;2.534801088;3294.709198;37.25906088;3303.9668;26.78931455;3260.722716;24.26684834;3171.627688;21.97368723
ROI_10_9.png;Saudável;6.365080716;20.11547596;0.574398373;2.53986303;3300.586108;35.04487349;3301.701774;23.87343328;3264.464073;21.92613382;3170.19049;21.2465348
ROI_11_0.png;Saudável;6.229579472;20.51621909;0.589309205;2.550616583;3284.230875;37.38344068;3297.710609;23.23804897;3259.409663;20.88639706;3169.280188;20.86281146
ROI_11_1.png;Saudável;6.341512568;19.99977097;0.593254042;2.527114734;3270.478856;41.85461926;3284.544831;26.0229342;3254.414976;23.11877122;3161.419457;22.18677453
ROI_11_2.png;Saudável;5.830741798;20.3146659;0.594624618;2.493736252;3306.85872;38.11957947;3315.30522;25.98443425;3278.176607;18.35847065;3183.727236;18.32453002
ROI_11_3.png;Saudável;6.340087161;20.66240106;0.585965472;2.564694021;3269.256547;35.8884958;3290.909669;25.01091745;3265.306777;22.28565844;3161.613637;21.1038707
ROI_11_4.png;Saudável;9.739309072;12.77285773;0.563921148;2.587300195;3113.012914;57.7321371;3158.129401;40.93532312;3140.814101;32.28117134;3057.789919;33.06536845
ROI_11_5.png;Saudável;8.088792212;16.10422221;0.547305822;2.567969217;3221.742935;46.23596754;3244.18754;32.04102988;3216.49842;26.02322308;3120.428714;27.49715948
ROI_11_6.png;Saudável;7.738531948;15.39189224;0.574380743;2.505042454;3201.966679;46.5565661;3236.968734;32.71923999;3212.261206;25.69446122;3126.439777;24.29650488
ROI_11_7.png;Saudável;7.220045093;17.30977702;0.543207994;2.524191549;3246.3905;44.14080007;3264.887323;28.58434151;3227.243904;24.58732823;3140.217211;23.65548936
ROI_11_8.png;Saudável;6.633693117;19.39672969;0.570038409;2.553966139;3275.318312;38.067017;3281.095155;28.13219061;3245.048379;23.47678045;3155.09899;20.85805407
ROI_11_9.png;Saudável;7.661703196;16.20514884;0.523474492;2.566840216;3211.592237;43.79584378;3235.680676;32.52410158;3211.951609;26.33477894;3126.072576;24.89830689
ROI_12_0.png;Saudável;8.784655085;14.87388933;0.603644729;2.531803612;3171.402867;53.92403022;3197.043477;35.00196037;3166.734986;30.20897029;3087.679202;28.34684549
ROI_12_1.png;Saudável;8.34821007;15.66691449;0.632722927;2.537984011;3130.540752;52.58768422;3173.320763;34.16473301;3153.476618;31.34439084;3070.974014;28.37155525
ROI_12_2.png;Saudável;8.235495773;16.16207275;0.625481026;2.59725124;3168.924894;51.45993826;3197.284261;32.17742149;3173.81366;29.05156735;3085.015669;28.35321399
ROI_12_3.png;Saudável;8.702155354;14.64332291;0.608978548;2.51972822;3165.920044;51.89415896;3206.80762;36.0558529;3168.166884;29.70269368;3091.548437;28.56501852
ROI_12_4.png;Saudável;7.292287095;17.86723456;0.640883798;2.56877834;3226.872063;45.33319679;3263.897967;28.50441691;3228.674507;25.59424337;3132.187861;24.48893745
ROI_12_5.png;Saudável;7.986128574;15.79212202;0.616433428;2.513552499;3251.717437;49.76589626;3274.346476;33.16152661;3239.200525;27.20187156;3154.097202;23.50726731
ROI_12_6.png;Saudável;8.94633775;14.88125726;0.625224184;2.547617353;3168.042403;50.9360031;3203.328355;33.64070357;3170.924628;30.278712;3091.410675;31.80210299
ROI_12_7.png;Saudável;7.425614972;18.64419721;0.596502298;2.580470824;3247.950826;45.00987848;3270.172557;28.46856463;3229.893333;27.2719636;3139.868639;24.80877274
ROI_12_8.png;Saudável;8.065732869;16.79027721;0.631387473;2.562639258;3185.112381;51.88536301;3227.570513;32.73839479;3205.862464;26.94015753;3112.125727;27.35999707
ROI_12_9.png;Saudável;9.349753172;13.75558782;0.601275076;2.534601781;3129.302445;53.72265329;3171.969385;36.32503554;3154.337991;33.11231245;3070.287726;32.12980569
ROI_13_0.png;Saudável;7.319529073;16.87480921;0.632764897;2.505915926;3253.995979;48.12313239;3272.096762;28.89300773;3243.948848;24.83294341;3148.081471;22.93989117
ROI_13_1.png;Saudável;6.103854288;21.88235417;0.611000397;2.569462021;3303.572301;36.60820634;3316.407178;24.19736551;3276.033107;21.0887833;3178.149578;19.13060967
ROI_13_2.png;Saudável;7.382441736;17.37097251;0.574923692;2.524828343;3238.217508;47.60346341;3257.045612;30.61411192;3226.805342;25.00622358;3133.341386;23.89880306
ROI_13_3.png;Saudável;6.827702106;19.38548949;0.596840447;2.562588626;3280.435181;41.65315712;3290.84328;26.65846167;3250.166079;22.51057511;3155.967548;22.1282609
ROI_13_4.png;Saudável;6.752739936;20.28846569;0.581794598;2.588477327;3266.290689;40.41885564;3272.773403;26.05725333;3235.223595;23.00671203;3140.967789;24.17830782
ROI_13_5.png;Saudável;7.275392986;18.46555256;0.548174999;2.575578383;3239.161094;39.87108063;3244.051588;28.07789785;3215.092326;25.20835943;3112.714193;25.87572754
ROI_13_6.png;Saudável;7.7337653;16.76398177;0.546101632;2.552356784;3204.482488;45.89292422;3227.620251;32.28232919;3194.346558;27.32778196;3104.525728;26.21456929
ROI_13_7.png;Saudável;8.247890241;16.51472185;0.542765767;2.60599139;3198.418521;45.52940863;3214.842444;34.45805367;3191.414945;29.77021822;3101.657027;27.43656045
ROI_13_8.png;Saudável;7.211032751;17.95083933;0.580024111;2.550740221;3260.7238;41.4765071;3273.150801;28.56949974;3241.600929;24.00049998;3147.7573;23.38141206
ROI_13_9.png;Saudável;7.975529983;16.41031243;0.534127772;2.56963995;3206.889802;43.56313182;3237.752104;31.38549224;3213.680175;27.41559095;3120.313295;25.60326565
ROI_14_0.png;Saudável;6.310291096;20.13615593;0.685737487;2.512305797;3278.290112;39.92298032;3303.797939;25.88944191;3264.809699;22.06372495;3166.949173;21.94951424
ROI_14_1.png;Saudável;5.178862553;23.291489;0.658099167;2.488491362;3321.544764;36.82130236;3338.099518;20.90016681;3293.651934;18.58538055;3186.665016;17.07357013
ROI_14_2.png;Saudável;5.815948959;21.27226733;0.685661806;2.469475329;3282.648617;41.90469986;3304.854788;26.60986915;3265.486511;21.94536608;3165.78806;19.22235153
ROI_14_3.png;Saudável;4.784818163;26.45206908;0.649176626;2.488003964;3311.959738;35.03828303;3324.968215;19.85138781;3282.225269;18.13970447;3185.047567;15.88041111
ROI_14_4.png;Saudável;6.043370188;20.93895156;0.686640064;2.498663881;3297.300793;38.29710254;3305.493551;25.70430123;3274.812853;21.4491122;3176.508049;19.71987186
ROI_14_5.png;Saudável;5.741122196;21.89148556;0.640040751;2.50084533;3305.691562;36.93089171;3321.564252;24.0160431;3284.707747;18.81148376;3182.744524;18.01317176
ROI_14_6.png;Saudável;6.558119669;19.48857112;0.650580608;2.510216175;3262.86437;40.51321561;3290.69785;26.56789497;3260.712104;23.47708937;3160.184348;21.34602627
ROI_14_7.png;Saudável;6.516809182;19.31794769;0.619335591;2.498891827;3270.0169;41.78786619;3281.997816;26.51152708;3251.569208;22.01967685;3154.098991;20.33659794
ROI_14_8.png;Saudável;6.99914357;17.89750182;0.618657773;2.502137845;3242.319371;43.33391732;3269.60047;27.64023475;3237.400259;23.58568514;3143.694633;23.60132739
ROI_14_9.png;Saudável;7.243965514;18.50385133;0.605893781;2.572496162;3241.777441;43.63918384;3265.020055;31.12582552;3235.51374;25.66403503;3138.682154;23.0892795
ROI_15_0.png;Saudável;3.90351192;31.93815328;0.640319259;2.493838661;3288.053217;30.6922605;3306.589344;17.6431843;3267.931615;14.88133665;3172.627546;14.65268774
ROI_15_1.png;Saudável;3.398513205;34.66377691;0.693324642;2.478904349;3329.624501;30.50971816;3333.344313;16.51216698;3295.163139;11.98364846;3190.122429;13.0120306
ROI_15_2.png;Saudável;2.893271577;44.44730949;0.601562826;2.527278404;3290.12949;26.86670839;3306.590204;17.83806951;3270.006881;13.54772056;3171.375587;11.40644381
ROI_15_3.png;Saudável;2.998829016;39.67851316;0.733120084;2.460450235;3330.529905;25.71445946;3340.139283;15.57026429;3304.681394;13.27822086;3204.117638;10.51927365
ROI_15_4.png;Saudável;2.942062986;39.54211273;0.618660381;2.431551896;3299.674537;29.33481924;3315.002335;18.67760217;3284.949883;13.11054764;3182.775295;10.85974806
ROI_15_5.png;Saudável;5.186011773;24.99375534;0.542588274;2.558016085;3268.968106;35.4707802;3288.403456;23.35120679;3251.353716;19.62407059;3157.972677;18.52849092
ROI_15_6.png;Saudável;2.448446228;49.94494814;0.66790519;2.445124862;3245.575023;37.81888207;3273.898665;24.31273948;3250.031655;15.64193321;3162.232909;11.17115193
ROI_15_7.png;Saudável;3.136593551;41.75392392;0.603486447;2.539005652;3300.785576;21.24482179;3313.533685;14.62106128;3272.612943;13.66203052;3172.684125;12.48354321
