ROI_00_0: Coordinates of top-left corner: (x=329, y=235)
ROI_06_0: Coordinates of top-left corner: (x=313, y=208)
ROI_06_1: Coordinates of top-left corner: (x=292, y=195)
ROI_06_2: Coordinates of top-left corner: (x=270, y=180)
ROI_06_3: Coordinates of top-left corner: (x=300, y=191)
ROI_06_4: Coordinates of top-left corner: (x=299, y=184)
ROI_06_5: Coordinates of top-left corner: (x=333, y=192)
ROI_06_6: Coordinates of top-left corner: (x=277, y=185)
ROI_06_7: Coordinates of top-left corner: (x=270, y=161)
ROI_06_8: Coordinates of top-left corner: (x=295, y=172)
ROI_06_9: Coordinates of top-left corner: (x=297, y=164)
ROI_07_0: Coordinates of top-left corner: (x=342, y=189)
ROI_07_1: Coordinates of top-left corner: (x=342, y=189)
ROI_07_2: Coordinates of top-left corner: (x=360, y=193)
ROI_07_3: Coordinates of top-left corner: (x=345, y=188)
ROI_07_4: Coordinates of top-left corner: (x=350, y=190)
ROI_07_5: Coordinates of top-left corner: (x=367, y=203)
ROI_07_6: Coordinates of top-left corner: (x=357, y=192)
ROI_07_7: Coordinates of top-left corner: (x=372, y=190)
ROI_07_8: Coordinates of top-left corner: (x=329, y=190)
ROI_07_9: Coordinates of top-left corner: (x=361, y=206)
ROI_08_0: Coordinates of top-left corner: (x=321, y=186)
ROI_08_1: Coordinates of top-left corner: (x=316, y=161)
ROI_08_2: Coordinates of top-left corner: (x=308, y=169)
ROI_08_3: Coordinates of top-left corner: (x=315, y=178)
ROI_08_4: Coordinates of top-left corner: (x=317, y=175)
ROI_08_5: Coordinates of top-left corner: (x=299, y=160)
ROI_08_6: Coordinates of top-left corner: (x=298, y=168)
ROI_08_7: Coordinates of top-left corner: (x=321, y=170)
ROI_08_8: Coordinates of top-left corner: (x=299, y=157)
ROI_08_9: Coordinates of top-left corner: (x=329, y=184)
ROI_09_0: Coordinates of top-left corner: (x=327, y=181)
ROI_09_1: Coordinates of top-left corner: (x=325, y=171)
ROI_09_2: Coordinates of top-left corner: (x=314, y=166)
ROI_09_3: Coordinates of top-left corner: (x=309, y=192)
ROI_09_4: Coordinates of top-left corner: (x=318, y=173)
ROI_09_5: Coordinates of top-left corner: (x=317, y=182)
ROI_09_6: Coordinates of top-left corner: (x=324, y=188)
ROI_09_7: Coordinates of top-left corner: (x=334, y=172)
ROI_09_8: Coordinates of top-left corner: (x=321, y=179)
ROI_09_9: Coordinates of top-left corner: (x=331, y=174)
ROI_10_0: Coordinates of top-left corner: (x=330, y=150)
ROI_10_1: Coordinates of top-left corner: (x=308, y=146)
ROI_10_2: Coordinates of top-left corner: (x=347, y=151)
ROI_10_3: Coordinates of top-left corner: (x=343, y=147)
ROI_10_4: Coordinates of top-left corner: (x=327, y=163)
ROI_10_5: Coordinates of top-left corner: (x=325, y=145)
ROI_10_6: Coordinates of top-left corner: (x=351, y=155)
ROI_10_7: Coordinates of top-left corner: (x=326, y=153)
ROI_10_8: Coordinates of top-left corner: (x=327, y=145)
ROI_10_9: Coordinates of top-left corner: (x=333, y=144)
ROI_11_0: Coordinates of top-left corner: (x=334, y=149)
ROI_11_1: Coordinates of top-left corner: (x=364, y=155)
ROI_11_2: Coordinates of top-left corner: (x=347, y=148)
ROI_11_3: Coordinates of top-left corner: (x=355, y=170)
ROI_11_4: Coordinates of top-left corner: (x=365, y=156)
ROI_11_5: Coordinates of top-left corner: (x=348, y=155)
ROI_11_6: Coordinates of top-left corner: (x=376, y=162)
ROI_11_7: Coordinates of top-left corner: (x=343, y=148)
ROI_11_8: Coordinates of top-left corner: (x=335, y=140)
ROI_11_9: Coordinates of top-left corner: (x=359, y=141)
ROI_12_0: Coordinates of top-left corner: (x=330, y=173)
ROI_12_1: Coordinates of top-left corner: (x=322, y=175)
ROI_12_2: Coordinates of top-left corner: (x=313, y=176)
ROI_12_3: Coordinates of top-left corner: (x=306, y=174)
ROI_12_4: Coordinates of top-left corner: (x=304, y=182)
ROI_12_5: Coordinates of top-left corner: (x=298, y=174)
ROI_12_6: Coordinates of top-left corner: (x=327, y=199)
ROI_12_7: Coordinates of top-left corner: (x=294, y=176)
ROI_12_8: Coordinates of top-left corner: (x=300, y=185)
ROI_12_9: Coordinates of top-left corner: (x=314, y=188)
ROI_13_0: Coordinates of top-left corner: (x=350, y=190)
ROI_13_1: Coordinates of top-left corner: (x=324, y=159)
ROI_13_2: Coordinates of top-left corner: (x=334, y=166)
ROI_13_3: Coordinates of top-left corner: (x=333, y=170)
ROI_13_4: Coordinates of top-left corner: (x=349, y=168)
ROI_13_5: Coordinates of top-left corner: (x=338, y=163)
ROI_13_6: Coordinates of top-left corner: (x=341, y=157)
ROI_13_7: Coordinates of top-left corner: (x=350, y=166)
ROI_13_8: Coordinates of top-left corner: (x=340, y=176)
ROI_13_9: Coordinates of top-left corner: (x=340, y=156)
ROI_14_0: Coordinates of top-left corner: (x=302, y=183)
ROI_14_1: Coordinates of top-left corner: (x=318, y=176)
ROI_14_2: Coordinates of top-left corner: (x=298, y=176)
ROI_14_3: Coordinates of top-left corner: (x=291, y=179)
ROI_14_4: Coordinates of top-left corner: (x=299, y=184)
ROI_14_5: Coordinates of top-left corner: (x=299, y=186)
ROI_14_6: Coordinates of top-left corner: (x=295, y=184)
ROI_14_7: Coordinates of top-left corner: (x=326, y=175)
ROI_14_8: Coordinates of top-left corner: (x=337, y=193)
ROI_14_9: Coordinates of top-left corner: (x=321, y=181)
ROI_15_0: Coordinates of top-left corner: (x=370, y=192)
ROI_15_1: Coordinates of top-left corner: (x=342, y=159)
ROI_15_2: Coordinates of top-left corner: (x=333, y=143)
ROI_15_3: Coordinates of top-left corner: (x=326, y=156)
ROI_15_4: Coordinates of top-left corner: (x=349, y=154)
ROI_15_5: Coordinates of top-left corner: (x=374, y=146)
ROI_15_6: Coordinates of top-left corner: (x=351, y=147)
ROI_15_7: Coordinates of top-left corner: (x=353, y=172)
ROI_15_8: Coordinates of top-left corner: (x=350, y=173)
ROI_15_9: Coordinates of top-left corner: (x=360, y=175)
ROI_16_0: Coordinates of top-left corner: (x=310, y=175)
ROI_16_1: Coordinates of top-left corner: (x=313, y=163)
ROI_16_2: Coordinates of top-left corner: (x=307, y=164)
ROI_16_3: Coordinates of top-left corner: (x=297, y=161)
ROI_16_4: Coordinates of top-left corner: (x=283, y=143)
ROI_16_5: Coordinates of top-left corner: (x=282, y=140)
ROI_16_6: Coordinates of top-left corner: (x=280, y=142)
ROI_16_7: Coordinates of top-left corner: (x=288, y=155)
ROI_16_8: Coordinates of top-left corner: (x=284, y=159)
ROI_16_9: Coordinates of top-left corner: (x=266, y=148)
ROI_17_0: Coordinates of top-left corner: (x=305, y=128)
ROI_17_1: Coordinates of top-left corner: (x=274, y=118)
ROI_17_2: Coordinates of top-left corner: (x=288, y=119)
ROI_17_3: Coordinates of top-left corner: (x=310, y=119)
ROI_17_4: Coordinates of top-left corner: (x=302, y=124)
ROI_17_5: Coordinates of top-left corner: (x=290, y=116)
ROI_17_6: Coordinates of top-left corner: (x=287, y=113)
ROI_17_7: Coordinates of top-left corner: (x=301, y=132)
ROI_17_8: Coordinates of top-left corner: (x=296, y=117)
ROI_17_9: Coordinates of top-left corner: (x=294, y=132)
ROI_00_0_RIM: Coordinates of top-left corner: (x=221, y=195)
ROI_00_1_RIM: Coordinates of top-left corner: (x=211, y=190)
ROI_00_2_RIM: Coordinates of top-left corner: (x=211, y=194)
ROI_00_3_RIM: Coordinates of top-left corner: (x=227, y=192)
ROI_00_4_RIM: Coordinates of top-left corner: (x=214, y=189)
ROI_00_5_RIM: Coordinates of top-left corner: (x=212, y=197)
ROI_00_6_RIM: Coordinates of top-left corner: (x=206, y=192)
ROI_00_7_RIM: Coordinates of top-left corner: (x=218, y=191)
ROI_00_8_RIM: Coordinates of top-left corner: (x=223, y=189)
ROI_00_9_RIM: Coordinates of top-left corner: (x=226, y=197)
ROI_01_0_RIM: Coordinates of top-left corner: (x=219, y=249)
ROI_01_1_RIM: Coordinates of top-left corner: (x=247, y=248)
ROI_01_2_RIM: Coordinates of top-left corner: (x=239, y=255)
ROI_01_3_RIM: Coordinates of top-left corner: (x=244, y=249)
ROI_01_4_RIM: Coordinates of top-left corner: (x=246, y=249)
ROI_01_5_RIM: Coordinates of top-left corner: (x=228, y=244)
ROI_01_6_RIM: Coordinates of top-left corner: (x=256, y=248)
ROI_01_7_RIM: Coordinates of top-left corner: (x=244, y=249)
ROI_01_8_RIM: Coordinates of top-left corner: (x=237, y=243)
ROI_01_9_RIM: Coordinates of top-left corner: (x=218, y=249)
ROI_02_0_RIM: Coordinates of top-left corner: (x=246, y=188)
ROI_02_1_RIM: Coordinates of top-left corner: (x=245, y=187)
ROI_02_2_RIM: Coordinates of top-left corner: (x=244, y=193)
ROI_02_3_RIM: Coordinates of top-left corner: (x=277, y=196)
ROI_02_4_RIM: Coordinates of top-left corner: (x=276, y=196)
ROI_02_5_RIM: Coordinates of top-left corner: (x=258, y=198)
ROI_02_6_RIM: Coordinates of top-left corner: (x=257, y=201)
ROI_02_7_RIM: Coordinates of top-left corner: (x=271, y=190)
ROI_02_8_RIM: Coordinates of top-left corner: (x=249, y=190)
ROI_02_9_RIM: Coordinates of top-left corner: (x=261, y=190)
ROI_03_0_RIM: Coordinates of top-left corner: (x=216, y=143)
ROI_03_1_RIM: Coordinates of top-left corner: (x=212, y=130)
ROI_03_2_RIM: Coordinates of top-left corner: (x=211, y=131)
ROI_03_3_RIM: Coordinates of top-left corner: (x=239, y=140)
ROI_03_4_RIM: Coordinates of top-left corner: (x=213, y=133)
ROI_03_5_RIM: Coordinates of top-left corner: (x=220, y=137)
ROI_03_6_RIM: Coordinates of top-left corner: (x=218, y=128)
ROI_03_7_RIM: Coordinates of top-left corner: (x=226, y=143)
ROI_03_8_RIM: Coordinates of top-left corner: (x=212, y=124)
ROI_03_9_RIM: Coordinates of top-left corner: (x=222, y=129)
ROI_04_0_RIM: Coordinates of top-left corner: (x=242, y=156)
ROI_04_1_RIM: Coordinates of top-left corner: (x=242, y=156)
ROI_04_2_RIM: Coordinates of top-left corner: (x=255, y=162)
ROI_04_3_RIM: Coordinates of top-left corner: (x=246, y=162)
ROI_04_4_RIM: Coordinates of top-left corner: (x=258, y=158)
ROI_04_5_RIM: Coordinates of top-left corner: (x=245, y=212)
ROI_04_6_RIM: Coordinates of top-left corner: (x=244, y=165)
ROI_04_7_RIM: Coordinates of top-left corner: (x=256, y=169)
ROI_04_8_RIM: Coordinates of top-left corner: (x=260, y=164)
ROI_04_9_RIM: Coordinates of top-left corner: (x=254, y=163)
ROI_05_0_RIM: Coordinates of top-left corner: (x=281, y=191)
ROI_05_1_RIM: Coordinates of top-left corner: (x=259, y=190)
ROI_05_2_RIM: Coordinates of top-left corner: (x=266, y=185)
ROI_05_3_RIM: Coordinates of top-left corner: (x=273, y=184)
ROI_05_4_RIM: Coordinates of top-left corner: (x=264, y=190)
ROI_05_5_RIM: Coordinates of top-left corner: (x=269, y=189)
ROI_05_6_RIM: Coordinates of top-left corner: (x=270, y=186)
ROI_05_7_RIM: Coordinates of top-left corner: (x=272, y=191)
ROI_05_8_RIM: Coordinates of top-left corner: (x=273, y=190)
ROI_05_9_RIM: Coordinates of top-left corner: (x=271, y=186)
ROI_06_0_RIM: Coordinates of top-left corner: (x=242, y=225)
ROI_06_1_RIM: Coordinates of top-left corner: (x=218, y=228)
ROI_06_2_RIM: Coordinates of top-left corner: (x=230, y=242)
ROI_06_3_RIM: Coordinates of top-left corner: (x=225, y=243)
ROI_06_4_RIM: Coordinates of top-left corner: (x=222, y=239)
ROI_06_5_RIM: Coordinates of top-left corner: (x=213, y=238)
ROI_06_6_RIM: Coordinates of top-left corner: (x=225, y=240)
ROI_06_7_RIM: Coordinates of top-left corner: (x=212, y=239)
ROI_06_8_RIM: Coordinates of top-left corner: (x=221, y=243)
ROI_06_9_RIM: Coordinates of top-left corner: (x=233, y=245)
ROI_07_0_RIM: Coordinates of top-left corner: (x=198, y=222)
ROI_07_1_RIM: Coordinates of top-left corner: (x=194, y=220)
ROI_07_2_RIM: Coordinates of top-left corner: (x=242, y=219)
ROI_07_3_RIM: Coordinates of top-left corner: (x=193, y=224)
ROI_07_4_RIM: Coordinates of top-left corner: (x=205, y=215)
ROI_07_5_RIM: Coordinates of top-left corner: (x=204, y=215)
ROI_07_6_RIM: Coordinates of top-left corner: (x=202, y=223)
ROI_07_7_RIM: Coordinates of top-left corner: (x=231, y=215)
ROI_07_8_RIM: Coordinates of top-left corner: (x=210, y=223)
ROI_07_9_RIM: Coordinates of top-left corner: (x=210, y=219)
ROI_08_0_RIM: Coordinates of top-left corner: (x=213, y=193)
ROI_08_1_RIM: Coordinates of top-left corner: (x=192, y=187)
ROI_08_2_RIM: Coordinates of top-left corner: (x=215, y=185)
ROI_08_3_RIM: Coordinates of top-left corner: (x=211, y=193)
ROI_08_4_RIM: Coordinates of top-left corner: (x=206, y=194)
ROI_08_5_RIM: Coordinates of top-left corner: (x=200, y=188)
ROI_08_6_RIM: Coordinates of top-left corner: (x=208, y=193)
ROI_08_7_RIM: Coordinates of top-left corner: (x=203, y=188)
ROI_08_8_RIM: Coordinates of top-left corner: (x=216, y=209)
ROI_08_9_RIM: Coordinates of top-left corner: (x=210, y=201)
ROI_09_0_RIM: Coordinates of top-left corner: (x=224, y=187)
ROI_09_1_RIM: Coordinates of top-left corner: (x=213, y=180)
ROI_09_2_RIM: Coordinates of top-left corner: (x=210, y=180)
ROI_09_3_RIM: Coordinates of top-left corner: (x=217, y=182)
ROI_09_4_RIM: Coordinates of top-left corner: (x=225, y=189)
ROI_09_5_RIM: Coordinates of top-left corner: (x=238, y=184)
ROI_09_6_RIM: Coordinates of top-left corner: (x=207, y=176)
ROI_09_7_RIM: Coordinates of top-left corner: (x=236, y=177)
ROI_09_8_RIM: Coordinates of top-left corner: (x=238, y=190)
ROI_09_9_RIM: Coordinates of top-left corner: (x=238, y=195)
ROI_10_0_RIM: Coordinates of top-left corner: (x=239, y=198)
ROI_10_1_RIM: Coordinates of top-left corner: (x=244, y=199)
ROI_10_2_RIM: Coordinates of top-left corner: (x=256, y=203)
ROI_10_3_RIM: Coordinates of top-left corner: (x=248, y=194)
ROI_10_4_RIM: Coordinates of top-left corner: (x=251, y=203)
ROI_10_5_RIM: Coordinates of top-left corner: (x=242, y=199)
ROI_10_6_RIM: Coordinates of top-left corner: (x=266, y=191)
ROI_10_7_RIM: Coordinates of top-left corner: (x=253, y=200)
ROI_10_8_RIM: Coordinates of top-left corner: (x=251, y=199)
ROI_10_9_RIM: Coordinates of top-left corner: (x=242, y=199)
ROI_11_0_RIM: Coordinates of top-left corner: (x=223, y=178)
ROI_11_1_RIM: Coordinates of top-left corner: (x=233, y=178)
ROI_11_2_RIM: Coordinates of top-left corner: (x=211, y=181)
ROI_11_3_RIM: Coordinates of top-left corner: (x=249, y=189)
ROI_11_4_RIM: Coordinates of top-left corner: (x=267, y=188)
ROI_11_5_RIM: Coordinates of top-left corner: (x=257, y=186)
ROI_11_6_RIM: Coordinates of top-left corner: (x=264, y=180)
ROI_11_7_RIM: Coordinates of top-left corner: (x=270, y=186)
ROI_11_8_RIM: Coordinates of top-left corner: (x=246, y=185)
ROI_11_9_RIM: Coordinates of top-left corner: (x=269, y=183)
ROI_12_0_RIM: Coordinates of top-left corner: (x=202, y=182)
ROI_12_1_RIM: Coordinates of top-left corner: (x=199, y=186)
ROI_12_2_RIM: Coordinates of top-left corner: (x=185, y=182)
ROI_12_3_RIM: Coordinates of top-left corner: (x=200, y=192)
ROI_12_4_RIM: Coordinates of top-left corner: (x=183, y=181)
ROI_12_5_RIM: Coordinates of top-left corner: (x=179, y=172)
ROI_12_6_RIM: Coordinates of top-left corner: (x=163, y=179)
ROI_12_7_RIM: Coordinates of top-left corner: (x=181, y=179)
ROI_12_8_RIM: Coordinates of top-left corner: (x=200, y=191)
ROI_12_9_RIM: Coordinates of top-left corner: (x=191, y=180)
ROI_13_0_RIM: Coordinates of top-left corner: (x=189, y=169)
ROI_13_1_RIM: Coordinates of top-left corner: (x=170, y=162)
ROI_13_2_RIM: Coordinates of top-left corner: (x=181, y=155)
ROI_13_3_RIM: Coordinates of top-left corner: (x=175, y=152)
ROI_13_4_RIM: Coordinates of top-left corner: (x=182, y=161)
ROI_13_5_RIM: Coordinates of top-left corner: (x=182, y=157)
ROI_13_6_RIM: Coordinates of top-left corner: (x=198, y=150)
ROI_13_7_RIM: Coordinates of top-left corner: (x=190, y=143)
ROI_13_8_RIM: Coordinates of top-left corner: (x=218, y=155)
ROI_13_9_RIM: Coordinates of top-left corner: (x=246, y=154)
ROI_14_0_RIM: Coordinates of top-left corner: (x=197, y=174)
ROI_14_1_RIM: Coordinates of top-left corner: (x=174, y=169)
ROI_14_2_RIM: Coordinates of top-left corner: (x=194, y=174)
ROI_14_3_RIM: Coordinates of top-left corner: (x=171, y=171)
ROI_14_4_RIM: Coordinates of top-left corner: (x=189, y=171)
ROI_14_5_RIM: Coordinates of top-left corner: (x=180, y=173)
ROI_14_6_RIM: Coordinates of top-left corner: (x=174, y=157)
ROI_14_7_RIM: Coordinates of top-left corner: (x=189, y=183)
ROI_14_8_RIM: Coordinates of top-left corner: (x=189, y=176)
ROI_14_9_RIM: Coordinates of top-left corner: (x=190, y=171)
ROI_15_0_RIM: Coordinates of top-left corner: (x=220, y=117)
ROI_15_1_RIM: Coordinates of top-left corner: (x=213, y=125)
ROI_15_2_RIM: Coordinates of top-left corner: (x=214, y=110)
ROI_15_3_RIM: Coordinates of top-left corner: (x=218, y=123)
ROI_15_4_RIM: Coordinates of top-left corner: (x=213, y=120)
ROI_15_5_RIM: Coordinates of top-left corner: (x=214, y=127)
ROI_15_6_RIM: Coordinates of top-left corner: (x=217, y=111)
ROI_15_7_RIM: Coordinates of top-left corner: (x=216, y=112)
ROI_15_8_RIM: Coordinates of top-left corner: (x=224, y=104)
ROI_15_9_RIM: Coordinates of top-left corner: (x=220, y=111)
ROI_16_0_RIM: Coordinates of top-left corner: (x=207, y=197)
ROI_16_1_RIM: Coordinates of top-left corner: (x=217, y=201)
ROI_16_2_RIM: Coordinates of top-left corner: (x=226, y=201)
ROI_16_3_RIM: Coordinates of top-left corner: (x=215, y=194)
ROI_16_4_RIM: Coordinates of top-left corner: (x=216, y=198)
ROI_16_5_RIM: Coordinates of top-left corner: (x=203, y=191)
ROI_16_6_RIM: Coordinates of top-left corner: (x=212, y=200)
ROI_16_7_RIM: Coordinates of top-left corner: (x=197, y=193)
ROI_16_8_RIM: Coordinates of top-left corner: (x=214, y=185)
ROI_16_9_RIM: Coordinates of top-left corner: (x=211, y=198)
ROI_17_0_RIM: Coordinates of top-left corner: (x=234, y=160)
ROI_17_1_RIM: Coordinates of top-left corner: (x=234, y=163)
ROI_17_2_RIM: Coordinates of top-left corner: (x=234, y=156)
ROI_17_3_RIM: Coordinates of top-left corner: (x=223, y=155)
ROI_17_4_RIM: Coordinates of top-left corner: (x=234, y=169)
ROI_17_5_RIM: Coordinates of top-left corner: (x=242, y=161)
ROI_17_6_RIM: Coordinates of top-left corner: (x=249, y=167)
ROI_17_7_RIM: Coordinates of top-left corner: (x=248, y=164)
ROI_17_8_RIM: Coordinates of top-left corner: (x=252, y=163)
ROI_17_9_RIM: Coordinates of top-left corner: (x=249, y=169)
